make_name,make_name_normalized,model_name,model_name_normalized,model_year,trim_name,trim_name_normalized,body_type_raw,body_type_normalized,transmission_raw,transmission_normalized,msrp_base_candidate,source_row_count,source_mmr_median,source_sellingprice_median,source_vin_sample,placeholder_image_url,needs_enrichment,enrichment_missing_fields,selection_status,selection_reason,variant_sort_order,fuel_type,engine,drivetrain,doors,seats,horsepower,cylinders,engine_displacement_cc,transmission_detail,mpg_city,mpg_highway,mpg_combined,body_class_refined,compare_confidence_notes,enrichment_status,enrichment_confidence,source_used,match_key_used,enrichment_notes,ready_for_import
Jeep,jeep,Wrangler,wrangler,2013,Unlimited Sport,unlimited sport,SUV,suv,automatic,Automatic,25400,192,25400.0,25600,1c4bjwdg0dl571637,/placeholders/catalog/suv.svg,True,"engine,drivetrain,fuel_type,seats,doors",selected,Lifestyle/off-road SUV that improves body-style diversity.,2,Gasoline,3.6L 6-cyl,Four-Wheel Drive (4x4),4.0,,283.0,6.0,3600.0,Automatic 5-spd,17,21,18,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Fuel type grounded as Gasoline. Drivetrain grounded as Four-Wheel Drive (4x4). MPG data matched from EPA structured records.,enriched,high,NHTSA vPIC VIN decode; EPA FuelEconomy vehicles.csv,epa_match,VIN exact + EPA structured match Seats not available from the structured VIN sample.,True
Jeep,jeep,Wrangler,wrangler,2012,Unlimited Sahara,unlimited sahara,SUV,suv,automatic,Automatic,27100,170,27100.0,26800,1c4bjweg3cl180088,/placeholders/catalog/suv.svg,True,"engine,drivetrain,fuel_type,seats,doors",selected,Lifestyle/off-road SUV that improves body-style diversity.,3,Flex Fuel,3.6L 6-cyl,Four-Wheel Drive (4x4),4.0,,283.0,6.0,3600.0,Automatic 5-spd,17,21,18,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Fuel type grounded as Flex Fuel. Drivetrain grounded as Four-Wheel Drive (4x4). MPG data matched from EPA structured records.,enriched,high,NHTSA vPIC VIN decode; EPA FuelEconomy vehicles.csv,epa_match,VIN exact + EPA structured match Seats not available from the structured VIN sample.,True
Kia,kia,Optima,optima,2014,LX,lx,Sedan,sedan,automatic,Automatic,15150,1367,15150.0,15000,5xxgm4a70eg281390,/placeholders/catalog/sedan.svg,True,"engine,drivetrain,fuel_type,seats,doors",selected,Midsize sedan alternative with solid pricing signal.,1,Gasoline,2.4L 4-cyl SIDI,Front-Wheel Drive,4.0,,,4.0,2400.0,Automatic 6-spd,23,33,26,Sedan/Saloon,Fuel type grounded as Gasoline. Drivetrain grounded as Front-Wheel Drive. MPG data matched from EPA structured records.,enriched,high,NHTSA vPIC VIN decode; EPA FuelEconomy vehicles.csv,epa_match,VIN exact + EPA structured match Seats not available from the structured VIN sample.,True
Kia,kia,Optima,optima,2013,LX,lx,Sedan,sedan,automatic,Automatic,12250,641,12250.0,12100,5xxgm4a72dg116598,/placeholders/catalog/sedan.svg,True,"engine,drivetrain,fuel_type,seats,doors",selected,Midsize sedan alternative with solid pricing signal.,2,Gasoline,2.4L 4-cyl SIDI,Front-Wheel Drive,4.0,,,4.0,2400.0,Automatic 6-spd,24,34,27,Sedan/Saloon,Fuel type grounded as Gasoline. Drivetrain grounded as Front-Wheel Drive. MPG data matched from EPA structured records.,enriched,high,NHTSA vPIC VIN decode; EPA FuelEconomy vehicles.csv,epa_match,VIN exact + EPA structured match Seats not available from the structured VIN sample.,True
Kia,kia,Optima,optima,2012,LX,lx,Sedan,sedan,automatic,Automatic,11750,377,11750.0,11700,5xxgm4a70cg036294,/placeholders/catalog/sedan.svg,True,"engine,drivetrain,fuel_type,seats,doors",selected,Midsize sedan alternative with solid pricing signal.,3,Gasoline,2.4L 4-cyl SIDI,Front-Wheel Drive,4.0,,,4.0,2400.0,Automatic 6-spd,24,34,27,Sedan/Saloon,Fuel type grounded as Gasoline. Drivetrain grounded as Front-Wheel Drive. MPG data matched from EPA structured records.,enriched,high,NHTSA vPIC VIN decode; EPA FuelEconomy vehicles.csv,epa_match,VIN exact + EPA structured match Seats not available from the structured VIN sample.,True
Kia,kia,Sorento,sorento,2015,LX,lx,SUV,suv,automatic,Automatic,20600,923,20600.0,20500,5xykt3a60fg552332,/placeholders/catalog/suv.svg,True,"engine,drivetrain,fuel_type,seats,doors",selected,Midsize family SUV that broadens non-premium SUV coverage.,1,Gasoline,2.4L 4-cyl SIDI,Two-Wheel Drive (4x2),4.0,,,4.0,2400.0,Automatic 6-spd,19,25,21,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Fuel type grounded as Gasoline. Drivetrain grounded as Two-Wheel Drive (4x2). MPG data matched from EPA structured records.,enriched,high,NHTSA vPIC VIN decode; EPA FuelEconomy vehicles.csv,epa_match,VIN exact + EPA structured match Seats not available from the structured VIN sample.,True
Kia,kia,Sorento,sorento,2014,LX,lx,SUV,suv,automatic,Automatic,16850,666,16850.0,16800,5xykt3a69eg527072,/placeholders/catalog/suv.svg,True,"engine,drivetrain,fuel_type,seats,doors",selected,Midsize family SUV that broadens non-premium SUV coverage.,2,Gasoline,2.4L 4-cyl SIDI,Two-Wheel Drive (4x2),4.0,,,4.0,2400.0,Automatic 6-spd,20,26,22,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Fuel type grounded as Gasoline. Drivetrain grounded as Two-Wheel Drive (4x2). MPG data matched from EPA structured records.,enriched,high,NHTSA vPIC VIN decode; EPA FuelEconomy vehicles.csv,epa_match,VIN exact + EPA structured match Seats not available from the structured VIN sample.,True
Kia,kia,Sorento,sorento,2013,LX,lx,SUV,suv,automatic,Automatic,15100,244,15100.0,15200,5xykt3a14dg349073,/placeholders/catalog/suv.svg,True,"engine,drivetrain,fuel_type,seats,doors",selected,Midsize family SUV that broadens non-premium SUV coverage.,3,Gasoline,2.4L 4-cyl SIDI,Two-Wheel Drive (4x2),4.0,,,4.0,2400.0,Automatic 6-spd,21,30,24,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Fuel type grounded as Gasoline. Drivetrain grounded as Two-Wheel Drive (4x2). MPG data matched from EPA structured records.,enriched,high,NHTSA vPIC VIN decode; EPA FuelEconomy vehicles.csv,epa_match,VIN exact + EPA structured match Seats not available from the structured VIN sample.,True
Kia,kia,Soul,soul,2014,+,+,Wagon,wagon,automatic,Automatic,13900,846,13900.0,13800,kndjp3a52e7008272,/placeholders/catalog/wagon.svg,True,"engine,drivetrain,fuel_type,seats,doors",selected,Distinct practical hatchback/wagon-style option that improves segment diversity.,1,Gasoline,2.0L 4-cyl SIDI,Front-Wheel Drive,,,,4.0,2000.0,Automatic 6-spd,24,30,26,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Fuel type grounded as Gasoline. Drivetrain grounded as Front-Wheel Drive. MPG data matched from EPA structured records.,enriched,high,NHTSA vPIC VIN decode; EPA FuelEconomy vehicles.csv,epa_match,VIN exact + EPA structured match Seats not available from the structured VIN sample.,True
Kia,kia,Soul,soul,2013,+,+,Wagon,wagon,automatic,Automatic,11050,416,11050.0,10975,kndjt2a60d7486512,/placeholders/catalog/wagon.svg,True,"engine,drivetrain,fuel_type,seats,doors",selected,Distinct practical hatchback/wagon-style option that improves segment diversity.,2,Gasoline,2.0L 4-cyl,Front-Wheel Drive,4.0,,,4.0,2000.0,Automatic 6-spd,24,29,26,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Fuel type grounded as Gasoline. Drivetrain grounded as Front-Wheel Drive. MPG data matched from EPA structured records.,enriched,high,NHTSA vPIC VIN decode; EPA FuelEconomy vehicles.csv,epa_match,VIN exact + EPA structured match Seats not available from the structured VIN sample.,True
Kia,kia,Soul,soul,2013,Base,base,Wagon,wagon,automatic,Automatic,10650,269,10650.0,10400,kndjt2a59d7484846,/placeholders/catalog/wagon.svg,True,"engine,drivetrain,fuel_type,seats,doors",selected,Distinct practical hatchback/wagon-style option that improves segment diversity.,3,Gasoline,1.6L 4-cyl SIDI,Front-Wheel Drive,4.0,,,4.0,1600.0,Automatic 6-spd,26,31,28,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Fuel type grounded as Gasoline. Drivetrain grounded as Front-Wheel Drive. MPG data matched from EPA structured records.,enriched,high,NHTSA vPIC VIN decode; EPA FuelEconomy vehicles.csv,epa_match,VIN exact + EPA structured match Seats not available from the structured VIN sample.,True
Lexus,lexus,ES 350,es-350,2012,Base,base,Sedan,sedan,automatic,Automatic,22100,600,22100.0,22000,jthbk1eg2c2481892,/placeholders/catalog/sedan.svg,True,"engine,drivetrain,fuel_type,seats,doors",selected,Comfort-oriented premium sedan that adds useful compare contrast.,1,Gasoline,3.5L V6,Two-Wheel Drive (4x2),4.0,,268.0,6.0,3456.0,Automatic (S6),19,27,22,Sedan/Saloon,Fuel type grounded as Gasoline. Drivetrain grounded as Two-Wheel Drive (4x2). MPG data matched from EPA structured records.,enriched,high,NHTSA vPIC VIN decode; EPA FuelEconomy vehicles.csv,epa_match,VIN exact + EPA structured match Seats not available from the structured VIN sample.,True
Lexus,lexus,ES 350,es-350,2013,Base,base,Sedan,sedan,automatic,Automatic,28000,337,28000.0,27900,jthbk1gg1d2017619,/placeholders/catalog/sedan.svg,True,"engine,drivetrain,fuel_type,seats,doors",selected,Comfort-oriented premium sedan that adds useful compare contrast.,2,Gasoline,3.5L V6,Two-Wheel Drive (4x2),4.0,,,6.0,3456.0,Automatic (S6),19,28,23,Sedan/Saloon,Fuel type grounded as Gasoline. Drivetrain grounded as Two-Wheel Drive (4x2). MPG data matched from EPA structured records.,enriched,high,NHTSA vPIC VIN decode; EPA FuelEconomy vehicles.csv,epa_match,VIN exact + EPA structured match Seats not available from the structured VIN sample.,True
Lexus,lexus,ES 350,es-350,2007,Base,base,Sedan,sedan,automatic,Automatic,10050,266,10050.0,9900,jthbj46g172093299,/placeholders/catalog/sedan.svg,True,"engine,drivetrain,fuel_type,seats,doors",selected,Comfort-oriented premium sedan that adds useful compare contrast.,3,Hybrid,3.5L V6 HEV,Two-Wheel Drive (4x2),4.0,,,6.0,3456.0,Automatic (S6),22,25,23,Sedan/Saloon,Fuel type grounded as Hybrid. Drivetrain grounded as Two-Wheel Drive (4x2). MPG data matched from EPA structured records.,enriched,high,NHTSA vPIC VIN decode; EPA FuelEconomy vehicles.csv,epa_match,VIN exact + EPA structured match Seats not available from the structured VIN sample.,True
Lexus,lexus,RX 350,rx-350,2012,Base,base,SUV,suv,automatic,Automatic,27900,937,27900.0,27800,2t2bk1ba1cc121110,/placeholders/catalog/suv.svg,True,"engine,drivetrain,fuel_type,seats,doors",selected,Comfort-oriented premium crossover with solid row count.,1,Hybrid,3.5L V6,Four-Wheel Drive (4x4),5.0,,275.0,6.0,3456.0,Automatic (AV-S6),31,28,29,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Fuel type grounded as Hybrid. Drivetrain grounded as Four-Wheel Drive (4x4). MPG data matched from EPA structured records.,enriched,high,NHTSA vPIC VIN decode; EPA FuelEconomy vehicles.csv,epa_match,VIN exact + EPA structured match Seats not available from the structured VIN sample.,True
Lexus,lexus,RX 350,rx-350,2013,Base,base,SUV,suv,automatic,Automatic,32400,616,32400.0,32000,2t2bk1ba1dc159325,/placeholders/catalog/suv.svg,True,"engine,drivetrain,fuel_type,seats,doors",selected,Comfort-oriented premium crossover with solid row count.,2,Gasoline,3.5L V6,Four-Wheel Drive (4x4),5.0,,275.0,6.0,3456.0,Automatic (S6),18,25,21,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Fuel type grounded as Gasoline. Drivetrain grounded as Four-Wheel Drive (4x4). MPG data matched from EPA structured records.,enriched,high,NHTSA vPIC VIN decode; EPA FuelEconomy vehicles.csv,epa_match,VIN exact + EPA structured match Seats not available from the structured VIN sample.,True
Lexus,lexus,RX 350,rx-350,2011,Base,base,SUV,suv,automatic,Automatic,24250,236,24250.0,24225,2t2bk1ba2bc083451,/placeholders/catalog/suv.svg,True,"engine,drivetrain,fuel_type,seats,doors",selected,Comfort-oriented premium crossover with solid row count.,3,Gasoline,3.5L V6,Four-Wheel Drive (4x4),5.0,,275.0,6.0,3456.0,Automatic (S6),18,24,21,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Fuel type grounded as Gasoline. Drivetrain grounded as Four-Wheel Drive (4x4). MPG data matched from EPA structured records.,enriched,high,NHTSA vPIC VIN decode; EPA FuelEconomy vehicles.csv,epa_match,VIN exact + EPA structured match Seats not available from the structured VIN sample.,True
Mazda,mazda,Mazda3,mazda3,2013,i Sport,i sport,Sedan,sedan,automatic,Automatic,10100,327,10100.0,10000,jm1bl1u70d1704129,/placeholders/catalog/sedan.svg,True,"engine,drivetrain,fuel_type,seats,doors",selected,Compact sedan/hatch family with strong compare potential.,1,Gasoline,2.0L 4-cyl SIDI,Front-Wheel Drive,4.0,,,4.0,2000.0,Automatic (S6),28,39,32,Sedan/Saloon,Fuel type grounded as Gasoline. Drivetrain grounded as Front-Wheel Drive. MPG data matched from EPA structured records.,enriched,high,NHTSA vPIC VIN decode; EPA FuelEconomy vehicles.csv,epa_match,VIN exact + EPA structured match Seats not available from the structured VIN sample.,True
Mazda,mazda,Mazda3,mazda3,2012,i Sport,i sport,Sedan,sedan,automatic,Automatic,9475,263,9475.0,9500,jm1bl1uf6c1600055,/placeholders/catalog/sedan.svg,True,"engine,drivetrain,fuel_type,seats,doors",selected,Compact sedan/hatch family with strong compare potential.,2,Gasoline,2.0L 4-cyl,Front-Wheel Drive,4.0,,,4.0,2000.0,Automatic (S5),24,32,27,Sedan/Saloon,Fuel type grounded as Gasoline. Drivetrain grounded as Front-Wheel Drive. MPG data matched from EPA structured records.,enriched,high,NHTSA vPIC VIN decode; EPA FuelEconomy vehicles.csv,epa_match,VIN exact + EPA structured match Seats not available from the structured VIN sample.,True
Mazda,mazda,Mazda3,mazda3,2012,i Touring,i touring,Sedan,sedan,automatic,Automatic,11200,261,11200.0,11250,jm1bl1l80c1614875,/placeholders/catalog/sedan.svg,True,"engine,drivetrain,fuel_type,seats,doors",selected,Compact sedan/hatch family with strong compare potential.,3,Gasoline,2.0L 4-cyl,Front-Wheel Drive,5.0,,,4.0,2000.0,Automatic (S5),24,32,27,Hatchback/Liftback/Notchback,Fuel type grounded as Gasoline. Drivetrain grounded as Front-Wheel Drive. MPG data matched from EPA structured records.,enriched,high,NHTSA vPIC VIN decode; EPA FuelEconomy vehicles.csv,epa_match,VIN exact + EPA structured match Seats not available from the structured VIN sample.,True
Mercedes-Benz,mercedes-benz,C-Class,c-class,2012,C250 Sport,c250 sport,Sedan,sedan,automatic,Automatic,20900,700,20900.0,20500,wddgf4hb0ca607014,/placeholders/catalog/sedan.svg,True,"engine,drivetrain,fuel_type,seats,doors",selected,Premium sedan baseline with good data density.,1,Gasoline,1.8L I4 Turbo SIDI,Rear-Wheel Drive,4.0,,,4.0,1800.0,Automatic 7-spd,21,31,25,Sedan/Saloon,Fuel type grounded as Gasoline. Drivetrain grounded as Rear-Wheel Drive. MPG data matched from EPA structured records.,enriched,high,NHTSA vPIC VIN decode; EPA FuelEconomy vehicles.csv,epa_match,VIN exact + EPA structured match Seats not available from the structured VIN sample.,True
Mercedes-Benz,mercedes-benz,C-Class,c-class,2012,C300 Luxury 4MATIC,c300 luxury 4matic,Sedan,sedan,automatic,Automatic,21500,525,21500.0,21250,wddgf8bb1ca639244,/placeholders/catalog/sedan.svg,True,"engine,drivetrain,fuel_type,seats,doors",selected,Premium sedan baseline with good data density.,2,Gasoline,3.0L V6,All-Wheel Drive,4.0,,,6.0,3000.0,Automatic 7-spd,17,24,20,Sedan/Saloon,Fuel type grounded as Gasoline. Drivetrain grounded as All-Wheel Drive. MPG data matched from EPA structured records.,enriched,high,NHTSA vPIC VIN decode; EPA FuelEconomy vehicles.csv,epa_match,VIN exact + EPA structured match Seats not available from the structured VIN sample.,True
Mercedes-Benz,mercedes-benz,C-Class,c-class,2013,C250 Sport,c250 sport,Sedan,sedan,automatic,Automatic,22300,521,22300.0,22000,wddgf4hb9da855859,/placeholders/catalog/sedan.svg,True,"engine,drivetrain,fuel_type,seats,doors",selected,Premium sedan baseline with good data density.,3,Gasoline,1.8L I4 Turbo SIDI,Rear-Wheel Drive,4.0,,,4.0,1800.0,Automatic 7-spd,21,31,25,Sedan/Saloon,Fuel type grounded as Gasoline. Drivetrain grounded as Rear-Wheel Drive. MPG data matched from EPA structured records.,enriched,high,NHTSA vPIC VIN decode; EPA FuelEconomy vehicles.csv,epa_match,VIN exact + EPA structured match Seats not available from the structured VIN sample.,True
Mercedes-Benz,mercedes-benz,M-Class,m-class,2011,ML350 4MATIC,ml350 4matic,SUV,suv,automatic,Automatic,26000,271,26000.0,25000,4jgbb8gb0ba625676,/placeholders/catalog/suv.svg,True,"engine,drivetrain,fuel_type,seats,doors",selected,Premium SUV option with practical luxury compare value.,1,Gasoline,3.5L V6,All-Wheel Drive,4.0,,,6.0,3500.0,Automatic 7-spd,17,25,20,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Fuel type grounded as Gasoline. Drivetrain grounded as All-Wheel Drive. MPG data matched from EPA structured records.,enriched,medium,NHTSA vPIC VIN decode; EPA FuelEconomy vehicles.csv,epa_match,VIN decode aligned on make/year with partial trim/model ambiguity Seats not available from the structured VIN sample. Trim-level alignment is good enough for review but should be spot-checked before import.,True
Mercedes-Benz,mercedes-benz,M-Class,m-class,2012,ML350 4MATIC,ml350 4matic,SUV,suv,automatic,Automatic,33500,233,33500.0,32750,4jgda5hb3ca076355,/placeholders/catalog/suv.svg,True,"engine,drivetrain,fuel_type,seats,doors",selected,Premium SUV option with practical luxury compare value.,2,Gasoline,3.5L V6 SIDI,All-Wheel Drive,4.0,,,6.0,3500.0,Automatic 7-spd,17,22,19,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Fuel type grounded as Gasoline. Drivetrain grounded as All-Wheel Drive. MPG data matched from EPA structured records.,enriched,high,NHTSA vPIC VIN decode; EPA FuelEconomy vehicles.csv,epa_match,VIN exact + EPA structured match Seats not available from the structured VIN sample.,True
Mercedes-Benz,mercedes-benz,M-Class,m-class,2006,ML350,ml350,SUV,suv,automatic,Automatic,9362,156,9362.0,9000,4jgbb86e16a056838,/placeholders/catalog/suv.svg,True,"engine,drivetrain,fuel_type,seats,doors",selected,Premium SUV option with practical luxury compare value.,3,Gasoline,3.5L V6,All-Wheel Drive,4.0,,,6.0,3500.0,Automatic 5-spd (EMS 2MODE CLKUP),17,22,19,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Fuel type grounded as Gasoline. Drivetrain grounded as All-Wheel Drive. MPG data matched from EPA structured records.,enriched,medium,NHTSA vPIC VIN decode; EPA FuelEconomy vehicles.csv,epa_match,VIN decode aligned on make/year with partial trim/model ambiguity Seats not available from the structured VIN sample. Trim-level alignment is good enough for review but should be spot-checked before import.,True
Nissan,nissan,Altima,altima,2012,2.5 S,2 5 s,Sedan,sedan,automatic,Automatic,12050,7175,12050.0,11800,1n4al2ap8cc106983,/placeholders/catalog/sedan.svg,True,"engine,drivetrain,fuel_type,seats,doors",selected,Large midsize sedan sample with good coverage for later value comparisons.,1,Gasoline,2.5L 4-cyl,Two-Wheel Drive (4x2),4.0,,170.0,4.0,2500.0,Automatic (AV-S6),23,31,26,Sedan/Saloon,Fuel type grounded as Gasoline. Drivetrain grounded as Two-Wheel Drive (4x2). MPG data matched from EPA structured records.,enriched,high,NHTSA vPIC VIN decode; EPA FuelEconomy vehicles.csv,epa_match,VIN exact + EPA structured match Seats not available from the structured VIN sample.,True
Nissan,nissan,Altima,altima,2013,2.5,2 5,Sedan,sedan,automatic,Automatic,13100,4703,13100.0,13000,1n4al3ap0dc140973,/placeholders/catalog/sedan.svg,True,"engine,drivetrain,fuel_type,seats,doors",selected,Large midsize sedan sample with good coverage for later value comparisons.,2,Gasoline,2.5L 4-cyl,Two-Wheel Drive (4x2),4.0,,,4.0,2500.0,Automatic (AV-S6),27,38,31,Sedan/Saloon,Fuel type grounded as Gasoline. Drivetrain grounded as Two-Wheel Drive (4x2). MPG data matched from EPA structured records.,enriched,high,NHTSA vPIC VIN decode; EPA FuelEconomy vehicles.csv,epa_match,VIN exact + EPA structured match Seats not available from the structured VIN sample.,True
Nissan,nissan,Altima,altima,2014,2.5 S,2 5 s,Sedan,sedan,automatic,Automatic,14650,1869,14650.0,14300,1n4al3ap0ec154504,/placeholders/catalog/sedan.svg,True,"engine,drivetrain,fuel_type,seats,doors",selected,Large midsize sedan sample with good coverage for later value comparisons.,3,Gasoline,2.5L 4-cyl,Two-Wheel Drive (4x2),4.0,,,4.0,2500.0,Automatic (variable gear ratios),27,37,31,Sedan/Saloon,Fuel type grounded as Gasoline. Drivetrain grounded as Two-Wheel Drive (4x2). MPG data matched from EPA structured records.,enriched,high,NHTSA vPIC VIN decode; EPA FuelEconomy vehicles.csv,epa_match,VIN exact + EPA structured match Seats not available from the structured VIN sample.,True
Nissan,nissan,Leaf,leaf,2012,SL,sl,Hatchback,hatchback,automatic,Automatic,11025,468,11025.0,11000,jn1az0cp2ct015690,/placeholders/catalog/hatchback.svg,True,"engine,drivetrain,fuel_type,seats,doors",selected,Clear EV-oriented model name that adds electrified diversity without guessing specs.,1,Electric,,Two-Wheel Drive (4x2),4.0,,,,,Automatic (A1),106,92,99,Hatchback/Liftback/Notchback,Fuel type grounded as Electric. Drivetrain grounded as Two-Wheel Drive (4x2). MPG data matched from EPA structured records.,partial,high,NHTSA vPIC VIN decode; EPA FuelEconomy vehicles.csv,epa_match,VIN exact + EPA structured match Seats not available from the structured VIN sample.,False
Nissan,nissan,Leaf,leaf,2013,SV,sv,hatchback,hatchback,automatic,Automatic,9488,400,9488.0,9500,1n4az0cp1dc408438,/placeholders/catalog/hatchback.svg,True,"engine,drivetrain,fuel_type,seats,doors",selected,Clear EV-oriented model name that adds electrified diversity without guessing specs.,2,Electric,,Two-Wheel Drive (4x2),4.0,,,,,Automatic (A1),129,102,115,Hatchback/Liftback/Notchback,Fuel type grounded as Electric. Drivetrain grounded as Two-Wheel Drive (4x2). MPG data matched from EPA structured records.,partial,high,NHTSA vPIC VIN decode; EPA FuelEconomy vehicles.csv,epa_match,VIN exact + EPA structured match Seats not available from the structured VIN sample.,False
Nissan,nissan,Leaf,leaf,2013,S,s,hatchback,hatchback,automatic,Automatic,8462,204,8462.0,8500,1n4az0cp9dc404198,/placeholders/catalog/hatchback.svg,True,"engine,drivetrain,fuel_type,seats,doors",selected,Clear EV-oriented model name that adds electrified diversity without guessing specs.,3,Electric,,Two-Wheel Drive (4x2),4.0,,,,,Automatic (A1),129,102,115,Hatchback/Liftback/Notchback,Fuel type grounded as Electric. Drivetrain grounded as Two-Wheel Drive (4x2). MPG data matched from EPA structured records.,partial,high,NHTSA vPIC VIN decode; EPA FuelEconomy vehicles.csv,epa_match,VIN exact + EPA structured match Seats not available from the structured VIN sample.,False
Nissan,nissan,Rogue,rogue,2012,S,s,SUV,suv,automatic,Automatic,14250,1382,14250.0,14200,jn8as5mt2cw600539,/placeholders/catalog/suv.svg,True,"engine,drivetrain,fuel_type,seats,doors",selected,Compact SUV with enough rows and pricing signal for practical compare later.,1,Gasoline,2.5L 4-cyl,Two-Wheel Drive (4x2),4.0,,,4.0,2500.0,Automatic (variable gear ratios),23,28,25,Crossover Utility Vehicle (CUV),Fuel type grounded as Gasoline. Drivetrain grounded as Two-Wheel Drive (4x2). MPG data matched from EPA structured records.,enriched,high,NHTSA vPIC VIN decode; EPA FuelEconomy vehicles.csv,epa_match,VIN exact + EPA structured match Seats not available from the structured VIN sample.,True
Nissan,nissan,Rogue,rogue,2012,SV,sv,SUV,suv,automatic,Automatic,14950,1133,14950.0,14800,jn8as5mt6cw278147,/placeholders/catalog/suv.svg,True,"engine,drivetrain,fuel_type,seats,doors",selected,Compact SUV with enough rows and pricing signal for practical compare later.,2,Gasoline,2.5L 4-cyl,Two-Wheel Drive (4x2),4.0,,,4.0,2500.0,Automatic (variable gear ratios),23,28,25,Crossover Utility Vehicle (CUV),Fuel type grounded as Gasoline. Drivetrain grounded as Two-Wheel Drive (4x2). MPG data matched from EPA structured records.,enriched,high,NHTSA vPIC VIN decode; EPA FuelEconomy vehicles.csv,epa_match,VIN exact + EPA structured match Seats not available from the structured VIN sample.,True
Nissan,nissan,Rogue,rogue,2011,SV,sv,SUV,suv,automatic,Automatic,14800,721,14800.0,14900,jn8as5mt3bw564178,/placeholders/catalog/suv.svg,True,"engine,drivetrain,fuel_type,seats,doors",selected,Compact SUV with enough rows and pricing signal for practical compare later.,3,Gasoline,2.5L 4-cyl,Two-Wheel Drive (4x2),4.0,,,4.0,2500.0,Automatic (variable gear ratios),22,28,24,Crossover Utility Vehicle (CUV),Fuel type grounded as Gasoline. Drivetrain grounded as Two-Wheel Drive (4x2). MPG data matched from EPA structured records.,enriched,high,NHTSA vPIC VIN decode; EPA FuelEconomy vehicles.csv,epa_match,VIN exact + EPA structured match Seats not available from the structured VIN sample.,True
Nissan,nissan,Sentra,sentra,2012,2.0 SR,2 0 sr,Sedan,sedan,automatic,Automatic,10200,803,10200.0,10300,3n1ab6ap7cl622148,/placeholders/catalog/sedan.svg,True,"engine,drivetrain,fuel_type,seats,doors",selected,Compact value sedan with enough rows for a stable seed candidate.,1,Gasoline,2.0L 4-cyl,Two-Wheel Drive (4x2),4.0,,140.0,4.0,2000.0,Automatic (variable gear ratios),26,34,29,Sedan/Saloon,Fuel type grounded as Gasoline. Drivetrain grounded as Two-Wheel Drive (4x2). MPG data matched from EPA structured records.,enriched,high,NHTSA vPIC VIN decode; EPA FuelEconomy vehicles.csv,epa_match,VIN exact + EPA structured match Seats not available from the structured VIN sample.,True
Nissan,nissan,Sentra,sentra,2013,SV,sv,Sedan,sedan,automatic,Automatic,11200,514,11200.0,11000,3n1ab7ap2dl707034,/placeholders/catalog/sedan.svg,True,"engine,drivetrain,fuel_type,seats,doors",selected,Compact value sedan with enough rows for a stable seed candidate.,2,Gasoline,1.8L 4-cyl,Two-Wheel Drive (4x2),4.0,,,4.0,1800.0,Automatic (variable gear ratios),30,38,33,Sedan/Saloon,Fuel type grounded as Gasoline. Drivetrain grounded as Two-Wheel Drive (4x2). MPG data matched from EPA structured records.,enriched,high,NHTSA vPIC VIN decode; EPA FuelEconomy vehicles.csv,epa_match,VIN exact + EPA structured match Seats not available from the structured VIN sample.,True
Nissan,nissan,Sentra,sentra,2014,SV,sv,Sedan,sedan,automatic,Automatic,12250,360,12250.0,11800,3n1ab7ap0ey235145,/placeholders/catalog/sedan.svg,True,"engine,drivetrain,fuel_type,seats,doors",selected,Compact value sedan with enough rows for a stable seed candidate.,3,Gasoline,1.8L 4-cyl,Two-Wheel Drive (4x2),4.0,,,4.0,1800.0,Automatic (variable gear ratios),30,38,33,Sedan/Saloon,Fuel type grounded as Gasoline. Drivetrain grounded as Two-Wheel Drive (4x2). MPG data matched from EPA structured records.,enriched,high,NHTSA vPIC VIN decode; EPA FuelEconomy vehicles.csv,epa_match,VIN exact + EPA structured match Seats not available from the structured VIN sample.,True
